1.00000e-03,1.00000e-03,1.00000e+00
1.00000e-03,1.00000e-03,0.00000e+00
1.00000e-03,2.00000e+00,0.00000e+00
1.70707e-03,2.00000e+00,0.00000e+00
1.70707e-03,1.00000e-03,0.00000e+00
2.41414e-03,1.00000e-03,0.00000e+00
2.41414e-03,2.00000e+00,0.00000e+00
3.12121e-03,2.00000e+00,0.00000e+00
3.12121e-03,1.00000e-03,0.00000e+00
3.82828e-03,1.00000e-03,0.00000e+00
3.82828e-03,2.00000e+00,0.00000e+00
4.53535e-03,2.00000e+00,0.00000e+00
4.53535e-03,1.00000e-03,0.00000e+00
5.24242e-03,1.00000e-03,0.00000e+00
5.24242e-03,2.00000e+00,0.00000e+00
5.94949e-03,2.00000e+00,0.00000e+00
5.94949e-03,1.00000e-03,0.00000e+00
6.65657e-03,1.00000e-03,0.00000e+00
6.65657e-03,2.00000e+00,0.00000e+00
7.36364e-03,2.00000e+00,0.00000e+00
7.36364e-03,1.00000e-03,0.00000e+00
8.07071e-03,1.00000e-03,0.00000e+00
8.07071e-03,2.00000e+00,0.00000e+00
8.77778e-03,2.00000e+00,0.00000e+00
8.77778e-03,1.00000e-03,0.00000e+00
9.48485e-03,1.00000e-03,0.00000e+00
9.48485e-03,2.00000e+00,0.00000e+00
1.01919e-02,2.00000e+00,0.00000e+00
1.01919e-02,1.00000e-03,0.00000e+00
1.08990e-02,1.00000e-03,0.00000e+00
1.08990e-02,2.00000e+00,0.00000e+00
1.16061e-02,2.00000e+00,0.00000e+00
1.16061e-02,1.00000e-03,0.00000e+00
1.23131e-02,1.00000e-03,0.00000e+00
1.23131e-02,2.00000e+00,0.00000e+00
1.30202e-02,2.00000e+00,0.00000e+00
1.30202e-02,1.00000e-03,0.00000e+00
1.37273e-02,1.00000e-03,0.00000e+00
1.37273e-02,2.00000e+00,0.00000e+00
1.44343e-02,2.00000e+00,0.00000e+00
1.44343e-02,1.00000e-03,0.00000e+00
1.51414e-02,1.00000e-03,0.00000e+00
1.51414e-02,2.00000e+00,0.00000e+00
1.58485e-02,2.00000e+00,0.00000e+00
1.58485e-02,1.00000e-03,0.00000e+00
1.65556e-02,1.00000e-03,0.00000e+00
1.65556e-02,2.00000e+00,0.00000e+00
1.72626e-02,2.00000e+00,0.00000e+00
1.72626e-02,1.00000e-03,0.00000e+00
